Trip Start Timestamp,PCA_01,PCA_01,PCA_02,PCA_02,PCA_03,PCA_03,PCA_04,PCA_04,PCA_06,PCA_06,PCA_07,PCA_07,PCA_08,PCA_08,PCA_16,PCA_16,PCA_22,PCA_22,PCA_24,PCA_24,PCA_28,PCA_28,PCA_32,PCA_32,PCA_33,PCA_33,PCA_35,PCA_35,PCA_38,PCA_38,PCA_41,PCA_41,PCA_43,PCA_43,PCA_56,PCA_56,PCA_76,PCA_76,PCA_77,PCA_77
8:30:00 AM,1,288,2,246,3,677,4,352,6,973,7,550,8,9122,16,245,22,189,24,509,28,5418,32,14532,33,953,35,249,38,155,41,249,43,223,56,331,76,1315,77,491
8:45:00 AM,1,397,2,323,3,712,4,383,6,989,7,743,8,10221,16,257,22,209,24,593,28,5695,32,15603,33,1101,35,254,38,172,41,270,43,193,56,325,76,1222,77,486
9:00:00 AM,1,411,2,307,3,866,4,368,6,1223,7,829,8,11650,16,252,22,197,24,739,28,6108,32,17304,33,1085,35,247,38,205,41,336,43,222,56,312,76,1090,77,606
9:15:00 AM,1,331,2,319,3,917,4,392,6,1367,7,742,8,10973,16,285,22,201,24,621,28,5874,32,15361,33,1163,35,265,38,219,41,346,43,289,56,330,76,1233,77,649
9:30:00 AM,1,285,2,308,3,1000,4,317,6,1418,7,870,8,11158,16,295,22,221,24,626,28,5762,32,14949,33,1169,35,318,38,247,41,413,43,314,56,348,76,1178,77,664
9:45:00 AM,1,360,2,325,3,924,4,389,6,1564,7,1105,8,12282,16,326,22,336,24,754,28,5902,32,14967,33,1330,35,350,38,251,41,545,43,201,56,334,76,1214,77,728
10:00:00 AM,1,349,2,378,3,1063,4,390,6,1739,7,1071,8,13044,16,374,22,297,24,764,28,5816,32,15227,33,1372,35,345,38,313,41,510,43,225,56,312,76,1204,77,823
10:15:00 AM,1,356,2,376,3,1040,4,438,6,1687,7,1072,8,12240,16,330,22,293,24,806,28,5518,32,12952,33,1353,35,400,38,314,41,491,43,271,56,302,76,1150,77,761
10:30:00 AM,1,385,2,434,3,1010,4,458,6,1643,7,1102,8,11747,16,377,22,308,24,758,28,5189,32,11758,33,1347,35,441,38,340,41,540,43,281,56,323,76,1265,77,760
10:45:00 AM,1,436,2,430,3,960,4,414,6,1787,7,1178,8,12948,16,438,22,366,24,850,28,5319,32,11586,33,1465,35,468,38,345,41,578,43,336,56,341,76,1205,77,803
11:00:00 AM,1,455,2,441,3,1124,4,419,6,1892,7,1384,8,13233,16,415,22,395,24,884,28,5349,32,11870,33,1465,35,480,38,363,41,540,43,395,56,338,76,1255,77,806
11:15:00 AM,1,462,2,446,3,1070,4,365,6,1858,7,1384,8,12571,16,385,22,359,24,871,28,5267,32,10557,33,1401,35,468,38,383,41,531,43,381,56,411,76,1212,77,843
11:30:00 AM,1,484,2,478,3,1041,4,403,6,1843,7,1419,8,13316,16,460,22,388,24,864,28,5329,32,11050,33,1508,35,499,38,409,41,583,43,377,56,383,76,1268,77,953
11:45:00 AM,1,501,2,484,3,1076,4,425,6,2026,7,1537,8,15000,16,504,22,447,24,989,28,5769,32,12192,33,1570,35,534,38,456,41,560,43,379,56,373,76,1286,77,892
12:00:00 PM,1,509,2,475,3,1113,4,473,6,2044,7,1573,8,16043,16,477,22,441,24,1068,28,6544,32,12888,33,1510,35,479,38,421,41,544,43,399,56,436,76,1366,77,1019
12:15:00 PM,1,442,2,535,3,1102,4,442,6,1987,7,1564,8,14435,16,522,22,456,24,1025,28,6139,32,10944,33,1497,35,482,38,452,41,543,43,379,56,450,76,1468,77,923
12:30:00 PM,1,495,2,495,3,1067,4,453,6,1998,7,1641,8,14654,16,473,22,456,24,986,28,5940,32,11437,33,1420,35,551,38,450,41,607,43,412,56,471,76,1553,77,923
12:45:00 PM,1,531,2,530,3,1136,4,495,6,2117,7,1724,8,15752,16,472,22,459,24,1129,28,6185,32,12332,33,1540,35,585,38,401,41,595,43,402,56,451,76,1566,77,920
1:00:00 PM,1,492,2,561,3,1162,4,445,6,2192,7,1719,8,17056,16,542,22,500,24,1171,28,6885,32,13595,33,1627,35,582,38,430,41,612,43,414,56,466,76,1527,77,1004
1:15:00 PM,1,522,2,527,3,1155,4,489,6,2211,7,1671,8,15261,16,476,22,506,24,1062,28,6603,32,12144,33,1478,35,520,38,414,41,566,43,425,56,449,76,1625,77,997
1:30:00 PM,1,511,2,603,3,1219,4,455,6,2175,7,1696,8,15013,16,493,22,486,24,1121,28,6151,32,11858,33,1543,35,547,38,444,41,589,43,425,56,532,76,1687,77,1017
1:45:00 PM,1,543,2,715,3,1144,4,498,6,2241,7,1762,8,15569,16,477,22,530,24,1182,28,5852,32,12640,33,1617,35,635,38,436,41,635,43,441,56,449,76,1682,77,1000
2:00:00 PM,1,540,2,645,3,1201,4,506,6,2293,7,1828,8,16031,16,489,22,521,24,1198,28,6307,32,12534,33,1664,35,596,38,416,41,641,43,446,56,455,76,1694,77,1025
2:15:00 PM,1,578,2,538,3,1088,4,532,6,2317,7,1852,8,14622,16,508,22,524,24,1239,28,6767,32,11689,33,1538,35,562,38,426,41,624,43,472,56,438,76,1614,77,1016
2:30:00 PM,1,597,2,607,3,1206,4,539,6,2355,7,1963,8,14689,16,484,22,487,24,1270,28,6156,32,11342,33,1415,35,525,38,460,41,600,43,462,56,418,76,1645,77,1116
2:45:00 PM,1,704,2,608,3,1218,4,525,6,2474,7,1940,8,15449,16,507,22,505,24,1307,28,6394,32,12068,33,1639,35,534,38,417,41,587,43,416,56,459,76,1721,77,1075
3:00:00 PM,1,666,2,634,3,1466,4,488,6,2428,7,2072,8,15757,16,483,22,545,24,1300,28,6710,32,11902,33,1576,35,543,38,419,41,606,43,459,56,456,76,1601,77,1090
3:15:00 PM,1,617,2,616,3,1408,4,427,6,2387,7,2105,8,14793,16,538,22,536,24,1381,28,7403,32,11175,33,1513,35,530,38,461,41,598,43,403,56,448,76,1694,77,1044
3:30:00 PM,1,592,2,654,3,1265,4,487,6,2333,7,2119,8,14825,16,520,22,572,24,1408,28,6627,32,10758,33,1504,35,546,38,543,41,602,43,465,56,401,76,1594,77,1076
3:45:00 PM,1,586,2,635,3,1189,4,409,6,2382,7,2079,8,15702,16,546,22,533,24,1421,28,6732,32,10989,33,1479,35,592,38,501,41,536,43,441,56,431,76,1669,77,1089
4:00:00 PM,1,597,2,639,3,1246,4,422,6,2469,7,2278,8,16042,16,503,22,631,24,1590,28,7718,32,11568,33,1548,35,563,38,505,41,594,43,439,56,451,76,1734,77,1054
4:15:00 PM,1,588,2,688,3,1260,4,380,6,2418,7,2294,8,15733,16,475,22,663,24,1612,28,8486,32,11535,33,1618,35,541,38,474,41,510,43,466,56,444,76,1773,77,999
4:30:00 PM,1,631,2,665,3,1167,4,410,6,2632,7,2376,8,16324,16,474,22,693,24,1645,28,8521,32,11991,33,1646,35,520,38,481,41,540,43,420,56,446,76,1729,77,1067
4:45:00 PM,1,538,2,610,3,1146,4,414,6,2506,7,2491,8,16844,16,488,22,621,24,1856,28,8481,32,12254,33,1688,35,534,38,381,41,515,43,504,56,488,76,1763,77,1060
5:00:00 PM,1,527,2,623,3,1134,4,388,6,2669,7,2711,8,17654,16,453,22,734,24,1924,28,9301,32,12391,33,1665,35,490,38,461,41,516,43,534,56,473,76,1812,77,985
5:15:00 PM,1,540,2,646,3,1287,4,392,6,2549,7,2744,8,17995,16,560,22,704,24,1949,28,9661,32,12832,33,1639,35,595,38,427,41,462,43,454,56,435,76,1657,77,1112
5:30:00 PM,1,526,2,586,3,1119,4,442,6,2738,7,2975,8,18380,16,636,22,760,24,2085,28,9694,32,12821,33,1819,35,644,38,496,41,508,43,424,56,481,76,1697,77,1044
5:45:00 PM,1,476,2,548,3,1249,4,379,6,2863,7,3069,8,18829,16,508,22,714,24,2298,28,9366,32,12682,33,1967,35,556,38,424,41,442,43,375,56,438,76,1649,77,1083
6:00:00 PM,1,488,2,530,3,1171,4,456,6,2918,7,3232,8,19808,16,475,22,757,24,2440,28,9625,32,11671,33,1983,35,498,38,452,41,499,43,406,56,404,76,1545,77,979
6:15:00 PM,1,469,2,516,3,1142,4,395,6,2764,7,3200,8,19209,16,458,22,801,24,2453,28,9614,32,11502,33,1917,35,604,38,380,41,475,43,392,56,362,76,1491,77,1083
6:30:00 PM,1,421,2,565,3,1244,4,402,6,2977,7,3472,8,19219,16,459,22,768,24,2477,28,9269,32,10583,33,1954,35,501,38,383,41,432,43,375,56,316,76,1314,77,1033
6:45:00 PM,1,448,2,596,3,1104,4,419,6,3048,7,3407,8,18470,16,423,22,835,24,2626,28,8077,32,9646,33,1849,35,437,38,392,41,396,43,393,56,308,76,1194,77,1082
7:00:00 PM,1,416,2,532,3,1117,4,430,6,3068,7,3532,8,18492,16,465,22,841,24,2634,28,7636,32,8904,33,1832,35,389,38,315,41,393,43,433,56,277,76,1151,77,929
7:15:00 PM,1,432,2,523,3,1068,4,452,6,3123,7,3432,8,17125,16,472,22,890,24,2687,28,7604,32,8256,33,1741,35,394,38,349,41,363,43,352,56,276,76,1135,77,919
7:30:00 PM,1,417,2,533,3,1068,4,487,6,3012,7,3543,8,16561,16,451,22,863,24,2558,28,7485,32,7699,33,1561,35,335,38,342,41,332,43,300,56,248,76,1025,77,947
7:45:00 PM,1,470,2,489,3,988,4,447,6,3190,7,3247,8,15035,16,431,22,856,24,2443,28,5308,32,6838,33,1548,35,352,38,327,41,350,43,256,56,291,76,931,77,882
8:00:00 PM,1,419,2,413,3,988,4,431,6,2980,7,3159,8,13965,16,459,22,885,24,2361,28,4649,32,6207,33,1483,35,288,38,277,41,305,43,332,56,293,76,1003,77,881
8:15:00 PM,1,383,2,441,3,974,4,408,6,2768,7,2986,8,12938,16,391,22,803,24,2332,28,5200,32,5973,33,1382,35,313,38,289,41,289,43,297,56,239,76,901,77,866
8:30:00 PM,1,419,2,424,3,1043,4,454,6,2802,7,2966,8,12050,16,381,22,856,24,2213,28,4923,32,5630,33,1249,35,318,38,247,41,289,43,251,56,203,76,826,77,824
8:45:00 PM,1,359,2,423,3,924,4,388,6,2642,7,2761,8,11484,16,385,22,779,24,2008,28,3271,32,5168,33,1175,35,236,38,186,41,290,43,256,56,227,76,768,77,818
9:00:00 PM,1,380,2,424,3,812,4,372,6,2545,7,2573,8,10841,16,396,22,726,24,1935,28,3349,32,4648,33,1088,35,216,38,187,41,234,43,226,56,193,76,768,77,777
9:15:00 PM,1,335,2,392,3,835,4,390,6,2493,7,2458,8,10330,16,401,22,683,24,1865,28,3789,32,4503,33,1018,35,227,38,177,41,244,43,203,56,217,76,661,77,756
9:30:00 PM,1,369,2,363,3,862,4,355,6,2236,7,2336,8,9620,16,400,22,645,24,1721,28,3537,32,4252,33,977,35,239,38,167,41,268,43,186,56,181,76,655,77,730
9:45:00 PM,1,335,2,342,3,788,4,369,6,2191,7,2226,8,9373,16,357,22,646,24,1657,28,2417,32,4009,33,878,35,222,38,143,41,231,43,178,56,130,76,586,77,675
10:00:00 PM,1,304,2,331,3,800,4,388,6,2208,7,2093,8,8905,16,367,22,617,24,1556,28,2513,32,3926,33,860,35,190,38,126,41,202,43,149,56,192,76,508,77,605
10:15:00 PM,1,323,2,317,3,714,4,371,6,2062,7,2071,8,8621,16,378,22,584,24,1637,28,3035,32,3792,33,837,35,192,38,132,41,165,43,156,56,171,76,487,77,588
10:30:00 PM,1,319,2,310,3,700,4,361,6,1947,7,1997,8,7833,16,406,22,588,24,1550,28,2589,32,3284,33,741,35,162,38,116,41,186,43,148,56,117,76,415,77,587
10:45:00 PM,1,294,2,281,3,648,4,271,6,1799,7,1715,8,7461,16,386,22,563,24,1412,28,1933,32,3252,33,639,35,160,38,93,41,148,43,130,56,115,76,403,77,580
11:00:00 PM,1,282,2,282,3,688,4,278,6,1813,7,1655,8,7224,16,338,22,507,24,1349,28,2008,32,2885,33,679,35,172,38,110,41,124,43,120,56,117,76,353,77,626
11:15:00 PM,1,252,2,221,3,649,4,277,6,1750,7,1516,8,6866,16,346,22,568,24,1372,28,2115,32,2717,33,623,35,315,38,90,41,120,43,127,56,108,76,324,77,629
11:30:00 PM,1,254,2,296,3,620,4,275,6,1571,7,1452,8,5918,16,296,22,495,24,1185,28,1917,32,2362,33,571,35,163,38,86,41,112,43,141,56,93,76,301,77,495
11:45:00 PM,1,259,2,326,3,600,4,346,6,1417,7,1413,8,5443,16,260,22,453,24,1281,28,1455,32,2108,33,509,35,109,38,82,41,122,43,122,56,92,76,316,77,460
,5,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
